-2.280134201049804688e+00,2.985776215791702271e-02,-2.182953059673309326e-02,-1.060568213462829590e+00,-1.810402870178222656e-01,-1.563247591257095337e-01
-1.770687460899353027e+00,8.958019316196441650e-02,7.486240863800048828e-01,-2.904545068740844727e+00,-1.100678086280822754e+00,9.909603595733642578e-01
-3.939168691635131836e+00,1.868861556053161621e+00,-1.410738348960876465e+00,-1.278706431388854980e+00,1.601039052009582520e+00,-9.035811424255371094e-01
-6.983566880226135254e-01,-1.498607695102691650e-01,4.100947976112365723e-01,-2.843186616897583008e+00,-1.038014054298400879e+00,3.928895592689514160e-01
-2.246362686157226562e+00,2.143922567367553711e+00,-3.933238387107849121e-01,-7.187468409538269043e-01,2.821583986282348633e+00,-1.097564458847045898e+00
-2.154986113309860229e-01,3.359586298465728760e-01,-9.053573012351989746e-01,-2.112514972686767578e+00,-1.324651241302490234e-01,-1.548447608947753906e+00
-2.367077827453613281e+00,7.668209075927734375e-01,5.121505260467529297e-02,-2.395740300416946411e-01,1.302211284637451172e-01,-1.834248900413513184e+00
-3.601667642593383789e+00,-3.562597632408142090e-01,2.132728099822998047e+00,-9.695062637329101562e-01,1.491184234619140625e+00,-2.471459388732910156e+00
1.579423695802688599e-01,1.110965535044670105e-01,-5.958069860935211182e-02,-2.685584545135498047e+00,-5.589652657508850098e-01,1.991503834724426270e+00
9.817245602607727051e-02,-1.833999991416931152e+00,1.385058999061584473e+00,-9.562116265296936035e-01,-2.381617784500122070e+00,-9.858788549900054932e-02
-2.662421464920043945e+00,1.083540081977844238e+00,2.963564395904541016e-01,-3.961051464080810547e+00,1.180108547210693359e+00,-3.138219594955444336e+00
-9.395897984504699707e-01,-5.062155127525329590e-01,2.099365592002868652e-01,-3.589072227478027344e-01,-1.064527392387390137e+00,-5.182530879974365234e-01
-3.892310261726379395e-01,-1.678450345993041992e+00,5.153050422668457031e+00,-3.112104237079620361e-01,1.654213428497314453e+00,3.543042540550231934e-01
-3.085035800933837891e+00,7.149430513381958008e-01,1.421197891235351562e+00,1.280146837234497070e+00,1.539930105209350586e+00,-3.066558837890625000e-01
4.909536242485046387e-01,-1.478524208068847656e+00,4.494150280952453613e-01,-1.780927062034606934e+00,-2.500385999679565430e+00,-1.097666174173355103e-01
-2.042445421218872070e+00,2.383074522018432617e+00,-1.162416577339172363e+00,-3.260479688644409180e+00,-1.519963443279266357e-01,-8.750128746032714844e-01
-2.991199493408203125e+00,1.521573662757873535e+00,6.769099235534667969e-01,-1.105900168418884277e+00,1.643112659454345703e+00,-2.235842704772949219e+00
-3.501616716384887695e+00,8.692819476127624512e-01,-1.450448483228683472e-01,-2.231633663177490234e+00,2.578823566436767578e-01,-6.365079879760742188e-01
-3.919397115707397461e+00,1.222620964050292969e+00,-1.292638421058654785e+00,-6.225025281310081482e-03,1.454432129859924316e+00,-4.278982639312744141e+00
-4.498413801193237305e-01,1.588464677333831787e-01,1.533686518669128418e-01,-1.215144276618957520e+00,4.815149605274200439e-01,-2.814396619796752930e-01
-2.378570079803466797e+00,8.022924065589904785e-01,-9.948850274085998535e-01,-1.522075235843658447e-01,4.690833091735839844e+00,-1.451789855957031250e+00
-4.479804635047912598e-01,-5.439023971557617188e-01,1.715328991413116455e-01,-1.068504214286804199e+00,-3.128194510936737061e-01,-1.081557512283325195e+00
1.972100883722305298e-02,2.115010619163513184e-01,-6.659657955169677734e-01,-4.638275623321533203e+00,-2.112339973449707031e+00,1.061160802841186523e+00
-2.473952770233154297e+00,1.175371050834655762e+00,-7.925114035606384277e-01,-3.205727338790893555e+00,7.192416787147521973e-01,-1.152301073074340820e+00
1.387566477060317993e-01,4.441421627998352051e-01,-5.068575739860534668e-01,-2.773695230484008789e+00,-1.145707845687866211e+00,3.396062850952148438e-01
-5.900009632110595703e+00,1.052809119224548340e+00,4.980880618095397949e-01,-3.893208503723144531e+00,1.900248885154724121e+00,-2.622158050537109375e+00
-8.219373822212219238e-01,-3.427562117576599121e-01,-2.809259414672851562e+00,-1.656380772590637207e+00,-1.376343607902526855e+00,-1.871214509010314941e+00
-3.252538204193115234e+00,2.458398818969726562e+00,-6.510787606239318848e-01,-1.883505582809448242e+00,2.543999195098876953e+00,-1.524937272071838379e+00
-3.478723526000976562e+00,-4.484724104404449463e-01,2.046680212020874023e+00,-3.489820480346679688e+00,-2.138278245925903320e+00,-2.589599609375000000e+00
-3.877744913101196289e+00,-3.555944561958312988e-01,-1.114708900451660156e+00,6.571249663829803467e-02,-1.310757696628570557e-01,-3.306876659393310547e+00
4.516090869903564453e+00,-2.998258590698242188e+00,3.799139261245727539e-01,-6.197993755340576172e-01,-1.753497719764709473e+00,-8.672747611999511719e-01
3.206957578659057617e-01,-1.441753029823303223e+00,1.368367552757263184e+00,-8.632813692092895508e-01,-2.159692645072937012e-01,2.310125529766082764e-02
-5.202978134155273438e+00,1.072075247764587402e+00,-2.280674695968627930e+00,1.824615895748138428e-01,1.151309490203857422e+00,-3.035214662551879883e+00
2.240728139877319336e+00,-1.065287351608276367e+00,-1.087919622659683228e-01,-2.906614780426025391e+00,-2.885778427124023438e+00,-5.541777610778808594e-02
-3.912296295166015625e-01,-6.153673529624938965e-01,9.391260147094726562e-01,-4.728301465511322021e-01,-2.226201295852661133e-01,-1.544076800346374512e+00
-1.194270491600036621e+00,-4.045128524303436279e-01,1.126647472381591797e+00,6.776123046875000000e-01,1.660136282444000244e-01,-9.612663984298706055e-01
-1.706549525260925293e+00,7.670866847038269043e-01,5.776998996734619141e-01,-3.641123175621032715e-01,4.801800847053527832e-01,-2.386433839797973633e+00
-2.664950370788574219e+00,-5.833371281623840332e-01,4.437229633331298828e-01,-4.233778953552246094e+00,-7.821177244186401367e-01,1.227852463722229004e+00
-1.334439396858215332e+00,-4.541284143924713135e-01,8.852259516716003418e-01,-8.837345242500305176e-01,2.514317631721496582e-01,6.877462863922119141e-01
-2.346493721008300781e+00,1.888327479362487793e+00,-7.363070249557495117e-01,-3.011842727661132812e+00,1.215372383594512939e-01,-1.423191905021667480e+00
-2.543043851852416992e+00,7.343718409538269043e-01,2.157763689756393433e-01,9.684164822101593018e-02,2.136243343353271484e+00,-1.097473621368408203e+00
-2.739687442779541016e+00,2.462587833404541016e+00,-8.936198353767395020e-01,-2.008160829544067383e+00,1.047932982444763184e+00,-1.841912508010864258e+00
2.724019289016723633e-01,2.110358923673629761e-01,-1.028253436088562012e+00,-2.235216140747070312e+00,-1.194560647010803223e+00,-4.116144180297851562e-01
-8.486594557762145996e-01,6.918774247169494629e-01,-2.328422307968139648e+00,-1.648282647132873535e+00,-8.405798673629760742e-01,-1.013967871665954590e+00
-2.771947860717773438e+00,7.117022275924682617e-01,6.028133034706115723e-01,8.603477478027343750e-01,8.892479538917541504e-01,-1.913848042488098145e+00
9.780470281839370728e-02,7.979275584220886230e-01,9.463199377059936523e-01,-3.518579721450805664e+00,-2.103544771671295166e-01,-1.139041423797607422e+00
9.265735745429992676e-02,4.516470432281494141e-02,1.491439640522003174e-01,-2.113473415374755859e+00,7.947309613227844238e-01,-2.818049788475036621e-01
-9.096310734748840332e-01,-3.146278560161590576e-01,6.546735167503356934e-01,9.291765093803405762e-01,-5.646280646324157715e-01,-1.184722185134887695e+00
-1.782182574272155762e+00,6.025814414024353027e-01,1.791668772697448730e+00,1.098669528961181641e+00,2.413926362991333008e+00,9.428300261497497559e-01
-1.842898845672607422e+00,-7.534185051918029785e-01,1.524455785751342773e+00,2.331802368164062500e+00,8.129125833511352539e-02,3.383091688156127930e-01
-1.842372417449951172e+00,2.369942665100097656e+00,5.835182964801788330e-02,-4.444830894470214844e+00,-1.695803284645080566e+00,-2.394969940185546875e+00
7.497401237487792969e-01,-1.030222177505493164e+00,1.131375074386596680e+00,-2.262835025787353516e+00,-3.652323484420776367e-01,1.281441569328308105e+00
-2.647009611129760742e+00,6.836272478103637695e-01,1.111109972000122070e+00,-1.130412817001342773e+00,1.238122820854187012e+00,-1.099491596221923828e+00
-3.532063961029052734e-01,-6.583545207977294922e-01,9.372847676277160645e-01,1.368153810501098633e+00,-2.933273911476135254e-01,-1.399329781532287598e+00
3.080780804157257080e-01,-1.150038480758666992e+00,4.542288184165954590e-01,7.327796220779418945e-01,-1.397447943687438965e+00,-7.204604148864746094e-01
-4.374830722808837891e+00,1.667204856872558594e+00,-4.837872385978698730e-01,-1.877471446990966797e+00,2.650739908218383789e+00,-1.337801575660705566e+00
-1.679262399673461914e+00,-4.656240046024322510e-01,-2.552424669265747070e-01,-2.299634218215942383e+00,-1.345410108566284180e+00,-3.350437283515930176e-01
2.784724950790405273e+00,-5.976119041442871094e-01,3.468083143234252930e-01,-1.650797843933105469e+00,-1.782665252685546875e+00,-1.512167215347290039e+00
-3.927035570144653320e+00,1.501213163137435913e-01,-3.113939762115478516e-01,-9.527972936630249023e-01,-2.883581817150115967e-02,-1.138482332229614258e+00
-3.025617599487304688e-01,2.901031970977783203e-01,-8.639944195747375488e-01,-3.131130218505859375e+00,-9.782238006591796875e-01,-7.484753429889678955e-02
-2.312270879745483398e+00,9.773516058921813965e-01,1.875747084617614746e+00,3.824784755706787109e+00,1.273640394210815430e+00,-5.617597699165344238e-01
-3.507261753082275391e+00,5.749812722206115723e-01,1.237219944596290588e-01,-1.194307208061218262e+00,1.228377461433410645e+00,-1.746256232261657715e+00
-1.199809670448303223e+00,-1.020505428314208984e+00,1.953212738037109375e+00,-3.816673159599304199e-01,-6.008363366127014160e-01,1.346367001533508301e-01
1.268433928489685059e+00,8.637513518333435059e-01,-3.014816284179687500e+00,-1.505752921104431152e+00,3.576091527938842773e-01,-1.599027037620544434e+00
-6.527855873107910156e+00,2.307802677154541016e+00,-2.039575576782226562e+00,1.818672060966491699e+00,1.902272582054138184e+00,-5.134734153747558594e+00
