6.294806003570556641e-01,-2.156255543231964111e-01,-2.364637143909931183e-02,-4.246753081679344177e-02,5.049726963043212891e-01,2.471655607223510742e-01,-5.148600041866302490e-02
6.022601723670959473e-01,-2.030863463878631592e-01,-1.522020995616912842e-02,-3.816570714116096497e-02,4.920481145381927490e-01,2.403246015310287476e-01,-4.765719547867774963e-02
6.162903308868408203e-01,-1.940628588199615479e-01,-1.645518466830253601e-02,-3.867662325501441956e-02,5.204240083694458008e-01,2.486065775156021118e-01,-4.790885001420974731e-02
6.461298465728759766e-01,-1.968236863613128662e-01,-2.697635069489479065e-02,-4.337142035365104675e-02,5.574748516082763672e-01,2.646344900131225586e-01,-5.602806061506271362e-02
6.005753278732299805e-01,-1.974875330924987793e-01,-8.592423051595687866e-03,-3.698919340968132019e-02,4.964781701564788818e-01,2.457159757614135742e-01,-4.455075040459632874e-02
6.360058188438415527e-01,-2.174263298511505127e-01,-2.603976242244243622e-02,-4.510713741183280945e-02,5.212846398353576660e-01,2.607481479644775391e-01,-5.791475623846054077e-02
6.085713505744934082e-01,-2.075732648372650146e-01,-3.173683583736419678e-02,-3.648455813527107239e-02,4.800276160240173340e-01,2.541736066341400146e-01,-5.527656525373458862e-02
6.443005800247192383e-01,-2.241082787513732910e-01,-2.622740156948566437e-02,-4.703449830412864685e-02,5.215978026390075684e-01,2.549439966678619385e-01,-5.708695948123931885e-02
5.773575901985168457e-01,-1.805807352066040039e-01,-1.747008971869945526e-02,-3.050161525607109070e-02,4.818833768367767334e-01,2.303488254547119141e-01,-4.359005019068717957e-02
6.385644674301147461e-01,-2.116421759128570557e-01,-1.851758360862731934e-02,-4.255944117903709412e-02,5.235302448272705078e-01,2.753762900829315186e-01,-5.401133000850677490e-02
6.443409919738769531e-01,-1.993062794208526611e-01,-2.445291914045810699e-02,-4.156982526183128357e-02,5.425478219985961914e-01,2.607477903366088867e-01,-5.122141912579536438e-02
5.890578031539916992e-01,-1.941427886486053467e-01,-2.739337645471096039e-02,-3.477397188544273376e-02,4.828938543796539307e-01,2.248604297637939453e-01,-4.954473674297332764e-02
6.747097969055175781e-01,-2.366040945053100586e-01,-1.014687120914459229e-03,-5.707154050469398499e-02,5.625340938568115234e-01,2.543923854827880859e-01,-4.842391237616539001e-02
6.265180110931396484e-01,-2.010502815246582031e-01,-2.162450551986694336e-02,-4.258933290839195251e-02,5.300965905189514160e-01,2.408582717180252075e-01,-5.095141381025314331e-02
6.024131178855895996e-01,-1.930716037750244141e-01,-2.280008420348167419e-02,-3.587505593895912170e-02,5.004188418388366699e-01,2.427196651697158813e-01,-4.967246949672698975e-02
6.711007952690124512e-01,-2.370455563068389893e-01,-3.029368817806243896e-02,-5.409635975956916809e-02,5.445292592048645020e-01,2.555094957351684570e-01,-6.211602687835693359e-02
6.695693731307983398e-01,-2.300120294094085693e-01,-6.625838577747344971e-04,-5.565661564469337463e-02,5.672311782836914062e-01,2.548874020576477051e-01,-4.870571196079254150e-02
6.700108051300048828e-01,-2.193401157855987549e-01,-1.238609477877616882e-02,-5.156508460640907288e-02,5.682600736618041992e-01,2.621141672134399414e-01,-5.099978297948837280e-02
6.135649681091308594e-01,-2.110996842384338379e-01,-1.753544248640537262e-02,-4.008598998188972473e-02,4.953021705150604248e-01,2.546935081481933594e-01,-5.158808827400207520e-02
6.333003640174865723e-01,-2.034464776515960693e-01,-8.912716060876846313e-03,-4.328797385096549988e-02,5.361019372940063477e-01,2.538036108016967773e-01,-4.652248695492744446e-02
5.952641963958740234e-01,-1.895907223224639893e-01,-2.034053578972816467e-02,-3.342294320464134216e-02,4.899600744247436523e-01,2.385139465332031250e-01,-4.577232152223587036e-02
6.546508073806762695e-01,-2.266463339328765869e-01,-9.912252426147460938e-03,-5.002018436789512634e-02,5.389475822448730469e-01,2.657307684421539307e-01,-5.207761377096176147e-02
6.525793075561523438e-01,-2.153642177581787109e-01,-2.988437004387378693e-02,-4.821578040719032288e-02,5.494468808174133301e-01,2.594046294689178467e-01,-6.029391288757324219e-02
6.137074232101440430e-01,-2.000288963317871094e-01,-1.508662477135658264e-02,-3.930203989148139954e-02,5.105333328247070312e-01,2.467661499977111816e-01,-4.780080914497375488e-02
6.049623489379882812e-01,-2.036454975605010986e-01,-9.832940995693206787e-03,-3.997787460684776306e-02,5.012141466140747070e-01,2.383478581905364990e-01,-4.597791284322738647e-02
6.552109718322753906e-01,-2.279575765132904053e-01,-3.194762021303176880e-02,-4.735990241169929504e-02,5.233910083770751953e-01,2.614765167236328125e-01,-5.901294201612472534e-02
6.339910030364990234e-01,-1.937630772590637207e-01,-3.416882082819938660e-02,-3.926948830485343933e-02,5.345125198364257812e-01,2.558823227882385254e-01,-5.560574680566787720e-02
